Period Start,Period end,Time open,Time close,Price open,Price close,Price low,Price high,Volume traded,Trades count
2019-08-13T04:00:00.0000000Z,2019-08-13T05:00:00.0000000Z,2019-08-13T04:00:05.6590000Z,2019-08-13T04:59:52.1880000Z,11386.55,11345.52,11317.51,11398.17,95.27135039,391
2019-08-13T05:00:00.0000000Z,2019-08-13T06:00:00.0000000Z,2019-08-13T05:00:01.5990000Z,2019-08-13T05:59:26.2280000Z,11337.7,11373.13,11320.5,11377.64,68.50705647,335
2019-08-13T06:00:00.0000000Z,2019-08-13T07:00:00.0000000Z,2019-08-13T06:00:00.3720000Z,2019-08-13T06:59:28.8920000Z,11360.5,11342.92,11338.43,11373.13,70.39885816,315
2019-08-13T07:00:00.0000000Z,2019-08-13T08:00:00.0000000Z,2019-08-13T07:00:03.4480000Z,2019-08-13T07:59:47.3280000Z,11338.08,11347.99,11272.62,11366.03,361.92809245,497
2019-08-13T08:00:00.0000000Z,2019-08-13T09:00:00.0000000Z,2019-08-13T08:00:17.4010000Z,2019-08-13T08:59:55.8960000Z,11348.05,11319.0,11294.58,11348.17,200.33102702,359
2019-08-13T09:00:00.0000000Z,2019-08-13T10:00:00.0000000Z,2019-08-13T09:00:04.3250000Z,2019-08-13T09:59:29.8470000Z,11319.0,11286.51,11229.43,11322.37,885.10806568,734
2019-08-13T10:00:00.0000000Z,2019-08-13T11:00:00.0000000Z,2019-08-13T10:00:12.1280000Z,2019-08-13T10:59:54.3060000Z,11275.01,11221.7,11166.4,11289.76,491.39862522,836
2019-08-13T11:00:00.0000000Z,2019-08-13T12:00:00.0000000Z,2019-08-13T11:00:00.1310000Z,2019-08-13T11:59:31.9770000Z,11221.7,11241.11,11201.14,11279.1,69.79483629,448
2019-08-13T12:00:00.0000000Z,2019-08-13T13:00:00.0000000Z,2019-08-13T12:00:02.6910000Z,2019-08-13T12:59:47.9660000Z,11251.86,11200.9,11191.55,11258.42,303.8427162,573
2019-08-13T13:00:00.0000000Z,2019-08-13T14:00:00.0000000Z,2019-08-13T13:00:01.9890000Z,2019-08-13T13:59:46.7810000Z,11211.2,11103.61,11096.0,11223.93,875.85926399,1297
2019-08-13T14:00:00.0000000Z,2019-08-13T15:00:00.0000000Z,2019-08-13T14:00:00.5330000Z,2019-08-13T14:59:47.4680000Z,11099.45,10941.24,10863.0,11099.45,1717.91844042,2611
2019-08-13T15:00:00.0000000Z,2019-08-13T16:00:00.0000000Z,2019-08-13T15:00:06.8890000Z,2019-08-13T15:59:56.1200000Z,10941.24,10902.34,10867.77,10972.93,332.84969097,1051
2019-08-13T16:00:00.0000000Z,2019-08-13T17:00:00.0000000Z,2019-08-13T16:00:02.3520000Z,2019-08-13T16:59:56.0120000Z,10890.04,10799.89,10795.63,10942.46,592.44611826,1047
2019-08-13T17:00:00.0000000Z,2019-08-13T18:00:00.0000000Z,2019-08-13T17:00:00.5210000Z,2019-08-13T17:59:55.6070000Z,10799.89,10858.55,10738.58,10875.38,1104.72627341,1172
2019-08-13T18:00:00.0000000Z,2019-08-13T19:00:00.0000000Z,2019-08-13T18:00:22.2550000Z,2019-08-13T18:59:49.4220000Z,10855.03,10871.99,10836.84,10908.49,317.11056903,610
2019-08-13T19:00:00.0000000Z,2019-08-13T20:00:00.0000000Z,2019-08-13T19:00:09.7400000Z,2019-08-13T19:59:54.6640000Z,10878.1,10894.73,10861.96,10913.75,184.09608095,539
2019-08-13T20:00:00.0000000Z,2019-08-13T21:00:00.0000000Z,2019-08-13T20:00:10.1050000Z,2019-08-13T20:59:55.8870000Z,10894.5,10870.8,10870.8,10939.99,306.04496906,510
2019-08-13T21:00:00.0000000Z,2019-08-13T22:00:00.0000000Z,2019-08-13T21:00:24.1430000Z,2019-08-13T21:59:47.1940000Z,10877.68,10865.03,10800.0,10884.74,375.52637545,743
2019-08-13T22:00:00.0000000Z,2019-08-13T23:00:00.0000000Z,2019-08-13T22:00:07.2740000Z,2019-08-13T22:59:57.8600000Z,10860.78,10857.93,10819.0,10888.83,147.71418792,409
2019-08-13T23:00:00.0000000Z,2019-08-14T00:00:00.0000000Z,2019-08-13T23:00:06.7220000Z,2019-08-13T23:59:44.2340000Z,10860.2,10862.28,10842.23,10891.08,190.63493225,456
2019-08-14T00:00:00.0000000Z,2019-08-14T01:00:00.0000000Z,2019-08-14T00:00:56.2600000Z,2019-08-14T00:59:59.6970000Z,10862.25,10731.12,10720.29,10862.25,457.83701879,522
2019-08-14T01:00:00.0000000Z,2019-08-14T02:00:00.0000000Z,2019-08-14T01:00:00.5330000Z,2019-08-14T01:59:52.1010000Z,10730.72,10563.38,10516.69,10780.0,1349.54574797,1790
2019-08-14T02:00:00.0000000Z,2019-08-14T03:00:00.0000000Z,2019-08-14T02:00:01.1110000Z,2019-08-14T02:59:50.3360000Z,10563.38,10641.46,10471.78,10646.44,371.32593816,913
2019-08-14T03:00:00.0000000Z,2019-08-14T04:00:00.0000000Z,2019-08-14T03:00:00.3770000Z,2019-08-14T03:59:36.2480000Z,10641.46,10605.0,10557.4,10641.46,191.46720297,570
2019-08-14T04:00:00.0000000Z,2019-08-14T05:00:00.0000000Z,2019-08-14T04:00:00.9670000Z,2019-08-14T04:59:54.8480000Z,10604.94,10528.37,10516.41,10608.49,211.16319093,481
2019-08-14T05:00:00.0000000Z,2019-08-14T06:00:00.0000000Z,2019-08-14T05:00:03.0250000Z,2019-08-14T05:59:31.8260000Z,10523.15,10573.0,10494.28,10580.57,255.31227696,503
2019-08-14T06:00:00.0000000Z,2019-08-14T07:00:00.0000000Z,2019-08-14T06:00:01.9540000Z,2019-08-14T06:59:50.7080000Z,10556.88,10571.36,10556.88,10619.89,216.30972334,519
2019-08-14T07:00:00.0000000Z,2019-08-14T08:00:00.0000000Z,2019-08-14T07:00:00.8330000Z,2019-08-14T07:59:19.9600000Z,10578.33,10560.4,10531.78,10600.0,103.45904213,490
